name;location;description
Baraklı Göleti;29.2902267,39.9748838;Barakli Goleti  Bursa'nin Keles ilcesine bagli Barakli Koyu'nde bulunuyor. Bursa sehir merkezine yaklasik olarak 65 km uzaklikta olan bu golete gitmek icin Keles yolunu takip etmeniz gerekiyor. Misi ve Doganci koylerini gectikten sonra 13. kilometrede Doganci Baraji mevkiinde sola Keles yonune devam etmeniz gerekiyor. 6 kilometre boyunca Doganci Baraj golune paralel ilerleyen yol Caybasi koyu icinden gecerek Barakli Koyune ulasir. Golet yoluna Catak Mahallesinden girilir. Catak Deresi'ne paralel olarak ilerleyen yol 4. kilometre sonra Catak orman deposundan sola donerek devam eder. Barakli Koyu'ne ulasana kadar virajli, asfalt bir yoldan devam ediyorsunuz. Barakli Koyu'ne geldikten sonra 7,5 km kadar micirli bir yoldan devam ediyorsunuz. Sonrasinda Bursa'nin sakli yuzunu goruyorsunuz karsinizda. Barakli Goleti kamp alanin ulasimi biraz zor olsa da gidince dogayi hissedeceginiz yerlerden birisidir.  Barakli Goleti'nde telefon kismen cekiyor, tuvalet yok, market Barakli Koyu'nde var, icme suyu var, ates yakilabiliyor. Huzurlu, sessiz sakin bir kamp yapmak istiyorsaniz Barakli Goleti'ne gidebilirsiniz.Kaynak: https://www.instagram.com/dilara.hacioglu/https://www.instagram.com/yunussavastr/https://www.instagram.com/ulas.uluturk/
Dağyenice Göleti;28.9390397,40.1301153;Dagyenice Goleti, Bursa Nilufer ilcesine bagli Misi Koyu ve Dagyenice Koyu arasinda bulunuyor. Dagyenice Goleti'nin Bursa merkeze uzakligi 26 km'dir. Dagyenice Goleti'nde kamp ve doga sporlari yapabilirsiniz.  Ulasim: Kendi aracinizla Misi Koyu'nden 7-8 km tabelalari takip ederek ulasabilirsiniz. Araciniz yoksa Acemler metrosundan Misi Koyu otobuslerine binerek ilk olarak Misi Koyu'ne ulasabilirsiniz. Daha sonra ise Misi Koyu'nden 7-8 km yuruyerek golete ulasabilirsiniz.Kaynak: https://www.instagram.com/ferrarisini.satan.gezgin/
Serindere Kanyonu;30.0255294,40.6370177;Serindere Kanyon'u Kocaeli ilimize bagli olan Kartepe ilcesinde bulunmaktadir. Yaz aylarinda doga severlerin cok tercih ettigi bir destinasyon. Serindere Kanyonun'da bir cok yuruyus etplari bulunmaktadir. Etaplar zorlu degil ancak cokta kolay degil sonucta akarsu ve taslarin icerisinde ilerlemek gerekiyor.Serindere Kanyonunda 3 tane parkur bulunuyor . Birinci ve Ikinci parkurlar Kanyonun adini aldigi Serindere Koyu'nde bulunan balik tesislerinden baslamaktadir.- Parkur icerisinde yuzebilirsiniz,- Parkur icerisinde doga fotograflari cekilebilir,- Koy cevresinde dinlenebilirsiniz,- Kamp yapabilirsiniz.- Inonu Yaylasi arac ile ziyaret edilebilir,- Selale turlari yapabilirsiniz.
Menekşe Yaylası;29.9131621,40.5898294;Kocaeli'nin Yuvacik bolgesinde bulunan Menekse Yaylasi, yesilin hakim oldugu dogasiyla gorenlerin begenisini kazaniyor. Sehir kalabaligindan uzaklasip Yuvacik otellerinde kalan tatilciler, Menekse Yaylasi'nin guzelligine mutlaka sahit oluyor. Menekse Yaylasi, ozellikle doga sporlari icin oldukca elverislidir. Oyle ki, doga severler tarafindan surekli ziyaret edilir. Burada trekking yapabilir, bisikletle cevreyi kesfedebilirsiniz. Yuvacik'ta bulunan doga spor kuluplerinin duzenledigi yuruyuslere dahil olarak da yaylayi kesfedebilirsiniz. Buyuleyici guzellikteki bu doga, sizlere farkli manzaralar sunacak. Yayla  Istanbul'a 135 km uzakliktadir. Basiskele'ye 15 km, Izmit'e ise 30 km'lik mesafede yer aliyor. Peki Menekse Yaylasi'nda hangi imkanlar var  Kamp yapmak ucretsiz. Herhangi bir tesis yok. Tuvalet yok. Ates yakilabilir, odun var. Telefon cekmiyor. Icme suyu icin cesme var. Market alisverisinizi Yuvacik'tan yapin. LUTFEN CEVREYI TEMIZ TUTALIM.Fotograf: https://www.instagram.com/tekbasinadaolur/
Karagöl Yaylası - Taraklı;30.5843068,40.4989485;Sakarya Tarakli bolgesinde 20 km uzaklikta yer alan 1150 metre yuksekligindeki Karagol Yaylasi hem goleti hem de yuruyus parkurlari ile foto ve gezi sever icin harika bir yer. Henuz cok fazla bilinmemesi temiz ve dogal kalmasinin en onemli sebebi. Yilin her zamani gelinebilecek bir yer olan yaylada sonbaharda trekking, ilk baharda kamp ve piknik, yazin ise senliklere katilabilirsiniz. Ozellikle son yillarda yamac parasutu de cok on plana cikmis. Burada kamp yapmak icin ozel bir tesis yok. Cadirinizi kurabilir ya da karavanla gelebilirsiniz. Olabilecek ihtiyaclarinizi ise Tarakli'dan karsilayabilirsiniz. Yaylada su bulunuyor, elektrik mevcut degil. Yaylanin bir ucundan digerine bir saatte ulasmaniz mumkun. Gezerken Roma doneminden kalma kalintilari da gorebilirsiniz. Yaylada her Cuma gunu Pazar kuruluyor. Pazara ugrarsaniz geleneksel bir el sanati olan simsir ve kayin agaclarindan yapilmis kasiklardan almanizi oneririz.Kaynak: https://www.instagram.com/gamzenika
Soğucak Yaylası;30.1759531,40.610463;Sogucak Yaylasi, Sakarya'ya bagli Sapanca ilcesinin, deniz seviyesinden yaklasik 1100 metre yukseklige sahip, 900 donumluk alanda ve ilce merkezine 17 km mesafede yer alan doga harikasi bir yaylasidir. Sogucak Yaylasi'na ulsim ise su sekildedir  Sapanca - Muradiye Koyu yolundan Erdemli Koyu'ne gelmeden once saga tarafa ayrilan yolundan oldukca dar, dik ve keskin virajli toprak yolu takip yaklasik 50 dakika kadar suren bir yoldan yaylaya ulasiyorsunuz. Sogucak Yaylasi'na ciktiginizda sizi karsilayan muhtesem dogaya hayran olacaksiniz.Sogucak Yaylasi'na ulastiginiz anda sag tarafta Sapanca Belediyesi'nin yaptirdigi tesisi goreceksiniz. Burada lavabo ve su ihtiyacinizi karsilayabilirsiniz. Tesisisin arka tarafindan inen yolu takip ettiginizde kaynak suyuna ulasiliyor ve icme suyu ihtiyacinizi karsilayabiliyorsunuz. Doga ile ic ice bir yerde oldugunuz icin tedbirli davranmanizi tavsiye ederiz. Olasi ihtimallere karsi yaninizda su bulundurmanizda kesinlikle fayda var. Ayrica su kaynagina ulastiktan sonra bir sure yururseniz Yangin Deresi'ne variyorsunuz. Yollarda ayi ayak izleri gormeniz de gayet mumkun sonucta doganin kucagindasiniz.Sakarya Belediyesi, gruplarin bu yayladi sportif aktiviteler yapilacagini dusunerek, mini bir voleybol sahasi yapmistir. Yaylada irili ufakli bircok barakayi, yesilligin bol olmasindan oturu otlanan hayvan suruleri ile de denk gelme olasiliginiz oldukca yuksek.
Çamlıca Gölü;30.7695211,40.669355;Sakarya sinirlari icerisinde bulunan Camlica Golu, 60 bin metre kare alana sahip olup, Keremali Daglari'nin 1543 metre yuksekliginde bulunmaktadir. Boyu 600 metre, eni 100 metre ve derinligi 7-8 metredir. Zorlu ancak bir o kadar guzel yolu bitirdikten sonra Keremali Yaylasi'na cikarak huzuru hissedebilirsiniz. Muhtesem yesillikteki agaclarin rengini alan Camlica Golu doga severleri buyuluyor.  ULASIM: Keremali Yaylasi ve GoluAdapazarindan Akyazi ilcesine gidilir. Camlica Koyu yoluna devam edilir. Koy icinden Keremali'ye giden toprak yoldan ilerlenerek toplamda 70 km. mesafe kat edilerek ulasilir.Kaynak: https://www.instagram.com/gamzenika/
Doğançay Şelalesi;30.3717685,40.6001381;Dogancay Selalesi, Sakarya ili, Geyve ilcesi, Maksudiye, koyunde bulunan selaledir. Sakarya merkeze uzakligi 25 km, Sakarya-Bilecik yoluna 10 km uzaklikta, denizden yaklasik 400 m yuksektedir. Cevresinde kamp yapilmaktadir.Kaynak: https://www.instagram.com/emreyenipazar/
Hasanağa Barajı;28.7928812,40.1605864;Hasanaga Baraji, Nilufer, Bursa.Fotograf: https://www.instagram.com/fatih_ercil/
Şeytan Sofrası;26.6432201,39.2889552;Seytan Sofrasi, Ayvalik merkeze 8 km uzakliktaki bir tepedir. Seytan Sofrasi, yuksek kayalik tepelerin uzerinde bulunur. Buradan tum Ayvalik Adalari ve Midilli Adasi'nin manzarasi gorulur. Kamp yapmak icin ideal bir noktadir.
Avşa Adası;26.618135,39.3350609;Ortunc Koyu, Ayvalik, Balikesir.Kaynak: https://www.instagram.com/gamzenika/
Cennet Dalan Koyu;26.6428757,39.3290195;Ayvalik, Balikesir'in Ege Bolgesi'nde kalan bir ilcesi olup Midilli adasi'nin tam karsisinda kurulmustur. Cam ormanlari ve Zeytin bakimindan zengin olan ilce Ege Denizi kiyisinda olup Ayvalik Adalari adi verilen takimadalara sahiptir. Bircok kamp alani bulunmaktadir...Kaynak: https://www.instagram.com/lalkoksal/
Mehmetalan Köyü;26.9595909,39.6407273;Mehmetalani Koyu, Balikesir'in Edremit ilcesinde bulunan mukemmel kamp alanlarina ev sahipligi yapmaktadir. Ayvacik taraflarindan gelen Mehmet adindaki bir sahis tarafindan yaklasik 200 Yil once kurulmustur. Yuzolcumu Ve Komsu Koyler 2349 Donum bir alan uzerine kuruludur. Komsu koyler Pinarbasi, Zeytinli Kasabasi, Ortaoba Koyudir.Kaynak: https://www.instagram.com/mehmetalituraan/
Hasan Boğuldu Göleti;26.918757,39.6445607;Hasan Boguldu Goleti, Akcay, Altinoluk yolu uzerinde, Zeytinli beldesinde yer almaktadir. Bir efsaneye gore bu golette bogulan Hasan adli asik gencten ismini alan golet, bolgede sikca ziyaret edilen mesire alani Sutuven Selalesi'ne cok yakindir. Ayrica kamp alani olarak en yakin Akcay tercih edilebilir.
Hacıvelioba Köyü;27.6476955,40.0475258;Hacivelioba Balikesir ilinin Gonen ilcesine bagli bir mahalledir. Kamp yapilabilecek bircok alan bulunmaktadir.Kaynak: https://www.instagram.com/nry.kyn/
Kaz Dağı Milli Parkı;26.9455254,39.6636418;Insani buyuleyen dogal guzellikleriyle bircok efsaneye konu olan Turkiye'nin cennet kosesi Kazdagi (Kazdagi ida) Canakkale iline yaklasik 90 km. mesafede olup Balikesir ili Edremit ilcesi sinirlari icinde yer almaktadir. 1774 m yuksekligindeki Kazdagi (Kazdagi ida) Edremit Korfezi'nin ustunde oldukca genis bir alana yayilmistir. Bunyesinde barindirdigi dereler, selaleler ve kendine has bitki ortusuyle herkesi buyulemektedir. Kaz Daglari'nda kamp yapmak icin Mehmetalan Koyu'nu tercih edebilirsiniz.Kaynak: https://www.instagram.com/yagmurgamze5/
Şahindere Kanyonu;26.7573524,39.580803;Kazdagi Milli Parki icinde bulunan Altinoluk Sahin deresi kanyonu Kazdagilarindan almis oldugu tertemiz, cam ve kekik kokulu havayi Edremit korfezine dagitirken ayni zamanda denizden almis oldugu iyotlu,yosun kokulu havayi daglara dogru tasimakta, dogal bir koruk vazifesi gormektedir. Kisaca Sahinderesi kanyonu Edremit korfezinin bacasi gibidir. Bu hava dolasimindan olmali ki etrafi cesitli endemik bitkilere ve yuzlerce farkli turde hayvanlara yasam imkani sunmaktadir. Kanyonun uzunlugu 26 km yuksekligi ise 600-700 metrelere kadar cikmaktadir.Kaynak: https://www.instagram.com/gamzearpaci/
Çataldağ Gölü ve Ormanları;28.3255541,39.8643925;Cataldag Goleti / Cataldag Ormanlari, Susurluk, Balikesir.Kaynak: https://www.instagram.com/burak._ozdemir/
Assos;32.496888,40.5783743;https://www.kampyerleri.org/camkoru-tabiat-parki-bungalov-evleri-ankara/
Soğuksu Milli Parkı;32.6061291999999,40.45384;https://www.kampyerleri.org/ankara-soguksu-milli-parki-giris-ucretleri/
Sorgun Göleti;32.2182226,40.3332635;Sorgun Goleti, Gudul, Ankara.Kaynak: https://www.instagram.com/caliskanfurkan/
Işık Dağı - Karagöl;32.7660155,40.6409864;Isik Dagi - Karagol - Ankara: Zirve yuksekligi 1950 m olan Cubuk ile Kizilcahamam arasinda Kavak Dagi ile Yildirim Dagi eteginde, Isik daginin Ankara tarafina bakan guney yamacinda yer alir. Kamp ve doga sporlari yapmak icin mukemmel bir yerdir.Kaynak: https://www.instagram.com/artno.24/
Çamlıdere Aluçdağı;32.5467503,40.495118;Ankara Camlidere'de bulunan Alucdagi Tabiat Parki kamp ve doga sporlari icin ideal bir mekandir.Kaynak: https://www.instagram.com/beingontheroad/
Nallıhan Kuş Cenneti;32.9115061,39.6760547;https://www.kampyerleri.org/beynam-ataturk-ormani-kamp-alani/
Kurtboğazı Barajı;32.7136803,40.2945844;Kurtbogazi Baraji, Ankara'da, Kurtbogazi Cayi uzerinde, sulama ve icme suyu temini amaci ile 1963 - 1967 yillari arasinda insa edilmis bir barajdir. Kamp ve doga sporlari yapilabilir.
Tuz Gölü;33.3380127,38.7969083;Tuz Golu, Konya ve Aksaray illerinin sinirinin kesistigi yerde yer alir. Turkiye'nin tuz ihtiyacinin %40'i bu golden saglanir. Tuz Golu'nde tuz, meteorolojik sularin yeraltina suzulerek daha once olusmus tuz domlarini eritmesi ve tektonik hatlar boyunca yuzeye tasimasiyla olusmaktadir. Tuz Golu'nde kamp ve doga sporlari yapilabilir.Kaynak: https://www.instagram.com/yabandabirdeli/
Uyuzsuyu Şelalesi;31.225934,40.2792556;Uyuzsuyu Selalesi'nin  Ankara'ya uzakligi 200 kilometre, Nallihan'a ise yaklasik 30 kilometre. Nallihan ilcesini gectikten sonra tabelalari takip ederek ulasmak mumkun. Karacasu Koyu'nden 6 kilometre uzunlugundaki yol ile ulasabiliyorsunuz. Yolu oldukca dar. Ancak olaganustu guzellikteki manzaranin esliginde selaleye gidiyorsunuz.Kaynak: https://www.instagram.com/_sedaask/
KAPADOKYA ÜCRETSİZ KAMP ALANLARI;34.8344197,38.6476145;Kapadokya ucretsiz kamp alanlari listesine asagidaki linkten ulasabilirsiniz.BLOG: https://www.kampyerleri.org/kapadokya-ucretsiz-kamp-alanlari/
Aşk Vadisi - Bağlıdere;34.8138338,38.642141;Ask Vadisi (Baglidere) Kapadokya'da kamp yapmak icin en guzel yerlerden birisi olan Ask Vadisi'nde hem gunesin dogusunu hem de balonlarin tamamini keyifle izleyebilirsiniz. Kamp yapabileceginiz en uygun yerleri, vadinin ust kiminda bulunan tepe noktalaridir.Yaklasik uzunlugu 5 km olan vadi ayni zamanda yuruyus severlerin en cok tercih ettigi rotalardan birisidir. Vadi icinde bulunan cesitli bitki ortusu ve degisik sekillerdeki peri bacalari arasinda yuruyus yapmak icin en uygun zamanlar bahar ve sonbahar aylaridir. Ulasim  Uchisar-Goreme yolunun ilk kilometresinde bulunan, Ozler Art Center yanindaki patika yoldan biraz ilerleyerek uygun kamp yerlerine ulasabilirsiniz.Kaynak: https://www.instagram.com/volkanbaskurt/
Ihlara Vadisi;34.313221,38.2450562;Ihlara Vadisi Ic Anadolu bolgesinde tarihi ve tabii guzelligi ile meshur bir vadidir. Aksaray iline bagli Guzelyurt ilcesinin batisindadir. Vadi, Selime koyunden baslayip, Ihlara koyunde son bulur. Ihlara Vadisine dar bir bogazla girilir. Ihlara koyune kadar icinden 26 menderes cizerek Melendiz Cayinin aktigi vadi, dar tabanli cok dik yamacli ve derindir. Bu dik yamaclarin Melendiz Cayina bakan kisminda cesitli manastir, kilise ve magaralar oyulmustur. 17-18 km. uzunlugu olan vadide kamp yapilabilmektedir.BLOG: https://www.kampyerleri.org/ihlara-vadisi-kamp-ve-gezi-rehberi-aksaray/Kaynak: https://www.instagram.com/serhansaracoglu/ https://www.instagram.com/volkanbaskurt/
Erciyes Dağı;35.110985,37.8644529;Aladaglar Milli Parki  Akdeniz Bolgesi'nde, Nigde, Kayseri, Adana illeri sinirlari icinde yer almaktadir. 1995 yilinda ilan edilmisltir. Toros siradaglarinin en yuksek zirvelerine sahip olan Aladaglar jeolojik olarak da ulkemizin en ilginc yerlerinden biridir. Buzul Golleri ve Kapuzbasli selaleleri gorulmeye deger yerlerdir. Milli parkin dusluk rakimli kesimlerinde kizilcam, karacam ve goknar topluluklari bulunmaktadir. Kamp ve doga sporlari yapilabilmektedir.Kaynak: https://www.instagram.com/dmlygn/
Gebeler Köyü Yaylası;31.3288021,39.991161;Eskisehir'in Mihaliccik ilcesindeki Gurleyik Koyu'nde bulunan Subasi Selalesi, cok az kisi tarafindan bilinen bir doga harikasidir. Eskisehir'e 123 km. ilceye ise 27 km. uzaklikta olan doga harikasinda kamp yapmak mumkundur.Kaynak: https://www.instagram.com/dogasiyagezgin/
Karaahmetli Tabiat Parkı;32.7001941,37.0284583;Yerkopru Selalesi, Konya'nin Hadim ilcesinde, Konya merkezine 110 km uzaklikta, Goksu Nehri uzerinde bulunan unlu bir selaledir. Selalenin kucuk bir elektrik santrali de bulunmaktadir.Kaynak: https://www.instagram.com/keramialtinay/
Yerköprü Şelalesi Hadim;33.2740259,36.5605706;Yerkopru Selalesi, Konya'nin Hadim ilcesinde, Konya merkezine 110 km uzaklikta, Goksu Nehri uzerinde bulunan unlu bir selaledir. Selalenin kucuk bir elektrik santrali de bulunmaktadir. Selalenin bulundugu bolge yakinlarinda kamp yapilabilmektedir.Kaynak: https://www.instagram.com/beingontheroad/
Düden Gölü;35.5032635,37.6896278;Adana'nin Aladag ilcesinden 37 kilometre uzaktaki 10 selaleden olusan Kup Selaleleri, dogal guzelligiyle herkesi buyuluyor.Kaynak: https://www.instagram.com/masilyaz/
Ulupınar Köyü;35.339241,37.8145983;Ulupinar Koyu, Yahyali, Kayseri.Kaynak: https://www.instagram.com/clncrpcgl/
Gökpınar Gölü;35.9444118,39.303728;Sizir, Sivas iline 130 km, Kayseri iline 100 km, Gemerek ilcesine 22 km. mesafede bulunur. Doga harikalari bakimindan ve kamp yerleri bakimindan mukemmel bir yapiya sahiptir.Kaynak: https://www.instagram.com/cankoc5/
Kösrelik Göleti;32.8701153,40.0772707;https://www.kampyerleri.org/baglum-kosrelik-goleti-kamp-alani-ankara/
Aluçdağı Tabiat Parkı;32.546773,40.495103;https://www.kampyerleri.org/alucdagi-tabiat-parki-giris-ucretleri-ankara/
Kelebekler Vadisi Tabiat Parkı;31.9105791,40.2043542;https://www.kampyerleri.org/kelebekler-vadisi-tabiat-parki-giris-ucretleri-ankara-beypazari/
Yayla Mocamp;32.4332414,40.6334272;https://www.kampyerleri.org/yayla-mocamp-kizilcahamam-ankara/
Teke Dağı Milli Parkı;31.954729,40.249008;https://www.kampyerleri.org/ankara-tekke-dagi-milli-parki-giris-ucretleri-beypazari/
Eğriova Yaylası;32.0235056,40.3723055;https://www.kampyerleri.org/beypazari-egriova-tabiat-parki-kamp-alani-egriova-yaylasi/
Kurumcu Göleti;32.3962,40.3506;https://www.kampyerleri.org/kurumcu-goleti-kamp-alani-kurumcu-koyu-kizilcahamam/
Kıbrıs Köyü Kanyonu;33.0043566,39.8686154;https://www.kampyerleri.org/kibris-koyu-kanyonu-kamp-alani-ankara-mamak/
Ulaşan Hotel Caravan Camping;32.8042395,39.7812416;https://www.kampyerleri.org/mogan-golu-karavan-kamp-alani-onerisi-ulasan-otel-caravan-camping/
Çitköy Alakamp;33.039632,40.3431672;https://www.kampyerleri.org/citkoy-alakamp-cadir-kampi-ankara-cubuk/
Kamp Bozayı;32.0641854,40.440948;https://www.kampyerleri.org/beypazari-kamp-bozayi-kamp-alani-egriova-goleti/
Karacaören Köyü Göleti;32.591973,40.421923;https://www.kampyerleri.org/karacaoren-koyu-goleti-kamp-alani-kizilcahamam/
Karadeniz Bölgesi;31.6304936,40.6828669;Boarders CampingInstagram: https://instagram.com/gazelleresort________ 05447237520 +90 374 262 98 00________Gazelle Resort & Spa HotelSize ozel hazir cadir ekipmani, tum gerekli ekipmanlar Boarders Camping tarafindan saglaniyor. Sinirli sayida Cadir ile Alanlari Sosyal Mesafeye Uygun Kendinize ait ozel alan ileKolay UlasimBolu terminalden 4 kisi ve uzeri katilimciya ucretsiz ShuttleMese OrmaniMacera AdasiCocuklu Ailelere Uygun Ciftlere UygunYoga alani Tirmanis DuvariTemizlik ve Hijyen Kurallarina UygunUcretsiz OtoparkUcretsiz Wi-Fi Sicak Su ve Dus ImkaniAcik kapali havuzKokteyl bar Spa DetoksSabah kahvaltisi ve aksam yemegi servisiAtes Yakilabilir Cadir konaklamalarinda ozel sarj odasiRestaurant ve CafeBolu merkeze 10 km Mesafede1 km Mesafede MarketFiyatlar icin isletme ile iletisime geciniz.
Elevit Tatil Köyü & Restoran;40.9594479,40.9717768;Elevit Tatil Koyu, dogasiyla dikkatleri uzerine ceken ilimiz Rize'nin Camlihemsin ilcesinde konumlanmistir. Konforlu konaklama birimleriyle hizmet veren bu isletmenin acik adresi ise Mollaveyis Koyu, Belsu Mevkii Sokak, No:1'dir.Sigara icilmeyen odalarla hizmet vermekte olan bu tesiste birbirinden avantajli hizmetler sunulmaktadir. Bu hizmetlerden biri arac kiralama hizmetidir. Islemi kisa bir sure icerisinde tesis icerisinden halledebilir ve bu sayede Rize'nin guzelliklerini yorulmadan rahat rahat gezebilirsiniz.Tesis icerisinde lezzeti ve yoresel yemeklerin servis edildigi restoranin yani sira bar/kafe de mevcuttur. Fakat her seferinde yemek yemek icin restorana inmek zorunda kalmayacaksiniz. Cunku dilediginiz zaman oda servisi hizmetinden faydalanabilirsiniz ve yemeginiz odaniza servis edilir.Otopark hizmeti ve havaalani hizmeti de Elevit Tatil Koyu'nun sundugu hizmetler arasindadir. Havaalani servisi icin onceden haber verilmesi gerekmektedir ve ek ucret karsiliginda gerceklestirilir. Ucretsiz internet erisimine sahip olacaginiz bu tatil koyunde ek yatak hizmeti, camasirhane ve kuru temizleme hizmeti de saglanmaktadir.Bahce manzarali veya dag manzarali odalarda sizleri agirlayan Elevit Tatil Koyu'nde duzenli olarak oda temizligi yapilmaktadir. Her bir odasinda ozel banyo ve tuvalet mevcut olmasinin yaninda ozel bir balkonu da bulunmaktadir. Klimayla dosenmis odalarin her birinde, yiyecek ve iceceklerinizi saklayabilmeniz icin buzdolabi ve mini bar da bulunur. Standart olarak bulunan diger esyalar arasinda esya dolabi ve televizyon vardir. Sac kurutma makinesi ve havlu ise her banyoda mevcuttur.
Livera Camping;39.6397351000001,40.778592;Livera Camping ile ilgili bilgi verecek olursak Trabzon Macka'da bulunan Livera (Yazlik) Koyu'ne 5 km uzaklikta bulunuyor.20 adet oba tarzinda cadir bulunuyor. Cadirlar kamistan yapilmis ve cok tatli goruntuleri var.Oba cadirda konaklama ucretleri  kisi basi ogrenci 60L, tam 70L, kendi cadirinizda kalirsaniz ise ogrenci 25L, tam 30L'dir.Koy kahvaltisi kamp yaparsaniz 30L, disaridan kahvaltiya gelirseniz 40L'dir.Tuvalet, dus, piknik masalari, kamelya ve ates yakma noktalari bulunuyor.Aracla kolayca ulasim saglayabilirsiniz. Otostopla veya yuruyerek de kolayca ulasabilirsiniz.Livera Camping kis sezonunda cok fazla kar olmasi nedeniyle hizmet vermiyor. Baharda hizmet vermeye baslayacaktir.
Bolu Yedigöller Milli Parkı;31.7465723,40.9430507;1965 yilinda kurulan Bolu Yedigoller Milli Parki Bolu'nun 42 kilometre kuzeyinde ve Bati Karadeniz Bolgesi'nde bulunuyorDetaylar: http://www.kampyerleri.org/bolu-yedigoller-milli-parki-kamp-alani/
Kaçkar Dağları Milli Parkı;41.1036301,40.8404374;Rize ve Hopa arasinda yer alan yil boyunca gozlenebilen keskin buzullari, masmavi golleri, yesilin her tonuna sahip ormanlari, coskulu dereleri, bin bir cesit bitkileri ve hayvanlari ile dogal bir park gorunumunde olan Kackar siradaglarinin en yuksek tepeleri Altiparmak (3480 m.), Kavran (3932 m.) ve Vercenik (3710 m.) dir. Kackar Daglari'na cikarken bircok yaylada kamp yapilabilmektedir.Kaynak: https://www.instagram.com/ayhangursu/
Zilkale;40.9630823,40.9592165;Zilkale, Camlihemsin, Rize ilcesinin 12 km guneyinde, Firtina Vadisi'ndeki bir gecide hakim, yuksekce bir tepe uzerinde (dere yatagindan 100 m, denizden 750 metre yukseklikte) konumlanmis (40deg 55' N, 40deg 57' E), 8 burc ve bir gozetleme kulesinden olusan, savunma hendegi durumundaki Zil deresine merdivenle inilen bir kale olup, kesin yapim tarihi bilinmemektedir.Kaynak: https://www.instagram.com/kbrgoksu/
Ballıca Mağarası Tabiat Parkı;30.951127,40.905099;Duzce'de kamp yapilacak yerler arasinda bulunan Melen Cayi Rafting ve Kamp Alani sizleri bekliyor.BLOG: https://www.kampyerleri.org/melen-cayi-rafting-ve-kamp-rehberi-duzce/
Güzelcehisar;32.1803713,41.632541;Guzelcehisar, Bartin.DETAYLI YAZI: http://www.kampyerleri.org/bartin-guzelcehisar-kamp-alani/Kaynak: https://www.instagram.com/sakallisacli/
Mugada;32.1563172,41.6118408;Bartin Amasra Mugada bolgede dogal guzelliginden soz ettiren nadir yerlerden birisidir. Kamp icin mukemmel bir yerdir. Bartin Inkum yolu uzerinden ulasilmaktadir.Kaynak: https://www.instagram.com/birbasinagezgin/
Akkonak Köyü;32.5028801,41.7987995;Akkonak Koyu, Amasra, Bartin.Kaynak: https://www.instagram.com/gulsumsirlak/
Gideros Koyu;32.862854,41.8608438;Gideros Koyu, Bati Karadeniz'de sahil seridinde Kastamonu'nun Cide ilcesinde bulunuyor.Detayli yazi: http://www.kampyerleri.org/gideros-koyu-kamp-alani-gezi-rehberi/
Loç Vadisi;33.0733645,41.8231815;Kastamonu ilinin Cide Ilcesine bagli koylerinden olan Camdibi,Hamitli,Karakadi ve Senkoy ile Derebucagi Koyu'nun Acina mahallesini icine alan,Devrekani cayinin her iki yaninda,Valla kanyonu'nun cikisi ile Karakadi kanyonu girisi arasinda yer alan, Kure Daglari Milli Parki icindeki bu bolgeye Loc Vadisi denilmektedir. Bolgede kamp yapilabilmektedir.Kaynak: https://www.instagram.com/bilemiyorumelif/
Yeşilkaya Köyü - Gergece Kaya Şelalesi;32.4137449,41.6803483;Yesilkaya Koyu, Bartin merkezine 9 km, Amasra ilcesine 11 km uzakliktadir. Koyde bulunan Gergece Kaya Selalesi'nde ve koy etrafinda kamp yapilabilmektedir. Kaynak: https://www.instagram.com/muhammedmzrp/
Ilıca Şelalesi;33.141675,41.6539881;Ilica Selalesi, Ilica Koyu, Pinarbasi, Kastamonu. Pinarbasi'na 12 km. uzaklikta Ilica Koyu icinde yer alan selale, 15 metre yukseklikten asagiya dokulmektedir. Suyun dokuldugu yerde olusan dogal havuzun cevresi oldukca cesitli bitki ortusu ile kaplanmis egzotik bir gorunume sahiptir.Kaynak: https://www.instagram.com/cikkana/
Kaz Gölü;32.6847071,41.2813533;Safranbolu'nun bir ucundan diger bir ucuna ulastiran dar yollardan gecerek gittiginiz Tokatli kanyonu  yol boyunca sag tarafinizda size eslik eden derenin sesiyle, sol tarafinizda yemyesil bitkiler ve kafanizi kaldirdiginizda gordugunuz yuzlerce metre yuksekliginde dev kayalarla tam bir doga ve tabiat harikasi.Kaynak: https://www.instagram.com/hakanyilmazvlog/Video: https://youtu.be/0cxAqgSRm8U
